Giá,Diện tích,Số phòng ngủ,Số toilet,Hướng nhà,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
27 Triệu/Tháng,77 m²,4 PN,5,---,"Địa chỉ:  184/3 Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",24/08/2023,08/09/2023,12493,Quận Phú Nhuận,Đường Lê Văn Sỹ,Lượt xem: 29
27 Triệu/Tháng,77 m²,5 PN,4,---,"Địa chỉ:  184/3 Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",14/10/2023,29/10/2023,14124,Quận Phú Nhuận,Đường Lê Văn Sỹ,Lượt xem: 92
35 Triệu/Tháng,110 m²,5 PN,4,---,"Địa chỉ:  281/7A Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",26/08/2023,10/09/2023,12595,Quận Tân Bình,Đường Lê Văn Sỹ,Lượt xem: 27
36 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",21/11/2023,06/12/2023,16656,Quận Phú Nhuận,Đường Lê Văn Sỹ,Lượt xem: 27
25 Triệu/Tháng,84 m²,4 PN,3,---,"Địa chỉ:  Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh",31/10/2023,15/11/2023,15146,Quận Gò Vấp,Đường Lê Văn Thọ,Lượt xem: 32
22 Triệu/Tháng,126 m²,4 PN,3,Tây Nam,"Địa chỉ:  Đường Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",13/12/2023,27/12/2023,19074,Quận 11,Đường Lữ Gia,Lượt xem: 14
27 Triệu/Tháng,80 m²,7 PN,7,---,"Địa chỉ:  Đường A, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",06/12/2023,20/12/2023,17861,Quận Tân Phú,Đường A,Lượt xem: 16
25 Triệu/Tháng,28 m²,0 PN,0,---,"Địa chỉ:  Đường Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh",21/11/2023,06/12/2023,16634,Quận 11,Đường Lý Thường Kiệt,Lượt xem: 44
20 Triệu/Tháng,62 m²,2 PN,2,---,"Địa chỉ:  Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",13/10/2023,28/10/2023,14057,Quận Tân Bình,Đường Lý Thường Kiệt,Lượt xem: 56
30 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường Nam Kỳ Khởi Nghĩa, Phường 6, Quận 3, Hồ Chí Minh",06/02/2023,21/02/2023,2778,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 46
35 Triệu/Tháng,140 m²,4 PN,3,---,"Địa chỉ:  Đường Nghĩa Phát, Phường 7, Tân Bình, Hồ Chí Minh",16/12/2023,30/12/2023,19522,Quận Tân Bình,Đường Nghĩa Phát,Lượt xem: 10
32 Triệu/Tháng,90 m²,5 PN,3,---,"Địa chỉ:  Đường Nguyễn Đình Chiểu, Phường 3, Phú Nhuận, Hồ Chí Minh",05/11/2023,20/11/2023,15426,Quận Phú Nhuận,Đường Nguyễn Đình Chiểu,Lượt xem: 53
90 Triệu/Tháng,94 m²,6 PN,8,---,"Địa chỉ:  Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",19/10/2023,03/11/2023,14435,Quận Bình Thạnh,Đường Nguyễn Gia Trí,Lượt xem: 68
23 Triệu/Tháng,190 m²,6 PN,5,---,"Địa chỉ:  Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",14/12/2023,28/12/2023,19188,Quận 10,Đường Nguyễn Giản Thanh,Lượt xem: 10
25 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",13/10/2023,28/10/2023,14011,Quận Bình Thạnh,Đường Nguyễn Hữu Cảnh,Lượt xem: 32
60 Triệu/Tháng,124 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",06/12/2023,20/12/2023,17870,Quận Bình Thạnh,Đường Nguyễn Hữu Cảnh,Lượt xem: 9
22 Triệu/Tháng,58 m²,4 PN,3,---,"Địa chỉ:  Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",18/10/2023,02/11/2023,14356,Quận Bình Thạnh,Đường Nguyễn Hữu Cảnh,Lượt xem: 62
25 Triệu/Tháng,76 m²,4 PN,3,---,"Địa chỉ:  Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",30/10/2023,14/11/2023,15095,Quận Bình Thạnh,Đường Nguyễn Hữu Cảnh,Lượt xem: 22
25 Triệu/Tháng,80 m²,4 PN,0,---,"Địa chỉ:  , Đường Nguyễn Kiệm, Phường 4, Gò Vấp, Hồ Chí Minh",04/12/2023,18/12/2023,17700,Quận Gò Vấp,Đường Nguyễn Kiệm,Lượt xem: 17
28 Triệu/Tháng,100 m²,6 PN,5,---,"Địa chỉ:  42/5 Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",24/08/2023,08/09/2023,12496,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 18
26 Triệu/Tháng,100 m²,6 PN,5,---,"Địa chỉ:  42/5 Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",10/04/2023,25/04/2023,5371,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 49
15 Triệu/Tháng,60 m²,3 PN,3,---,"Địa chỉ:  Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",25/10/2023,09/11/2023,14800,Quận Gò Vấp,Đường Nguyễn Oanh,Lượt xem: 36
15 Triệu/Tháng,92 m²,2 PN,2,---,"Địa chỉ:  Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",29/10/2023,13/11/2023,15010,Quận Tân Bình,Đường Nguyễn Phúc Chu,Lượt xem: 40
13 Triệu/Tháng,48 m²,3 PN,2,---,"Địa chỉ:  Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",08/11/2023,23/11/2023,15656,Quận Tân Bình,Đường Nguyễn Sỹ Sách,Lượt xem: 32
9 Triệu/Tháng,40 m²,2 PN,2,---,"Địa chỉ:  Đường Nguyễn Thái Sơn, Phường 5, Gò Vấp, Hồ Chí Minh",24/11/2023,09/12/2023,16837,Quận Gò Vấp,Đường Nguyễn Thái Sơn,Lượt xem: 111
9 Triệu/Tháng,40 m²,2 PN,2,---,"Địa chỉ:  Đường Nguyễn Thái Sơn, Phường 5, Gò Vấp, Hồ Chí Minh",24/11/2023,09/12/2023,16864,Quận Gò Vấp,Đường Nguyễn Thái Sơn,Lượt xem: 23
22 Triệu/Tháng,63 m²,4 PN,3,---,"Địa chỉ:  Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, Hồ Chí Minh",05/12/2023,19/12/2023,17797,Quận 3,Đường Nguyễn Thiện Thuật,Lượt xem: 9
17 Triệu/Tháng,50 m²,2 PN,2,---,"Địa chỉ:  Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",12/11/2023,27/11/2023,15971,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 23
13 Triệu/Tháng,100 m²,1 PN,1,---,"Địa chỉ:  Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",06/11/2023,21/11/2023,15497,Quận Gò Vấp,Đường Nguyễn Văn Khối,Lượt xem: 29
33 Triệu/Tháng,50 m²,4 PN,5,---,"Địa chỉ:  Đường Nguyễn Văn Trỗi, Phường 10, Phú Nhuận, Hồ Chí Minh",21/11/2023,06/12/2023,16646,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 46
25 Triệu/Tháng,100 m²,6 PN,7,---,"Địa chỉ:  38/2A Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",02/02/2023,17/02/2023,2941,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 55
30 Triệu/Tháng,60 m²,5 PN,4,---,"Địa chỉ:  Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",22/10/2023,06/11/2023,14630,Quận Bình Thạnh,Đường Nơ Trang Long,Lượt xem: 22
25 Triệu/Tháng,200 m²,1 PN,2,---,"Địa chỉ:  Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",16/12/2023,30/12/2023,19497,Quận Gò Vấp,Đường Phạm Văn Chiêu,Lượt xem: 11
10 Triệu/Tháng,60 m²,3 PN,1,---,"Địa chỉ:  Đường Phạm Văn Đồng, Phường 11, Bình Thạnh, Hồ Chí Minh",15/12/2023,29/12/2023,19340,Quận Bình Thạnh,Đường Phạm Văn Đồng,Lượt xem: 45
22 Triệu/Tháng,79 m²,4 PN,4,---,"Địa chỉ:  178/5E Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",08/03/2023,23/03/2023,4005,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 22
14 Triệu/Tháng,72 m²,2 PN,2,---,"Địa chỉ:  Đường Phan Văn Sửu, Phường 13, Tân Bình, Hồ Chí Minh",21/11/2023,06/12/2023,16610,Quận Tân Bình,Đường Phan Văn Sửu,Lượt xem: 13
14 Triệu/Tháng,91 m²,2 PN,2,---,"Địa chỉ:  Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",17/12/2023,31/12/2023,19642,Quận Bình Thạnh,Đường Phan Văn Trị,Lượt xem: 11
10 Triệu/Tháng,68 m²,2 PN,2,---,"Địa chỉ:  Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",15/11/2023,30/11/2023,16191,Quận Bình Thạnh,Đường Phan Văn Trị,Lượt xem: 31
18 Triệu/Tháng,63 m²,4 PN,3,---,"Địa chỉ:  Đường Phùng Văn Cung, Phường 7, Phú Nhuận, Hồ Chí Minh",23/08/2023,07/09/2023,12463,Quận Phú Nhuận,Đường Phùng Văn Cung,Lượt xem: 23
13 Triệu/Tháng,72 m²,3 PN,3,---,"Địa chỉ:  Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",16/10/2023,31/10/2023,14148,Quận Gò Vấp,Đường Số 59,Lượt xem: 68
48 Triệu/Tháng,340 m²,0 PN,3,---,"Địa chỉ:  Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",09/12/2023,23/12/2023,18396,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 10
9 Triệu/Tháng,84 m²,3 PN,2,---,"Địa chỉ:  Đường Tân Sơn, Phường 15, Tân Bình, Hồ Chí Minh",29/11/2023,14/12/2023,17286,Quận Tân Bình,Đường Tân Sơn,Lượt xem: 25
35 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",21/10/2023,05/11/2023,14568,Quận 10,Đường Thành Thái,Lượt xem: 9
15 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",06/11/2023,21/11/2023,15472,Quận 10,Đường Thành Thái,Lượt xem: 16
12.5 Triệu/Tháng,80 m²,3 PN,2,---,"Địa chỉ:  Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",20/11/2023,05/12/2023,16488,Quận 10,Đường Thành Thái,Lượt xem: 90
25 Triệu/Tháng,110 m²,4 PN,3,---,"Địa chỉ:  Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",17/12/2023,31/12/2023,19620,Quận 10,Đường Thành Thái,Lượt xem: 13
22 Triệu/Tháng,21 m²,3 PN,3,---,"Địa chỉ:  Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",01/11/2023,16/11/2023,15220,Quận 10,Đường Thành Thái,Lượt xem: 56
35 Triệu/Tháng,84 m²,6 PN,6,---,"Địa chỉ:  Đường Thích Quảng Đức, Phường 4, Phú Nhuận, Hồ Chí Minh",20/11/2023,05/12/2023,16489,Quận Phú Nhuận,Đường Thích Quảng Đức,Lượt xem: 51
70 Triệu/Tháng,0 m²,6 PN,7,---,"Địa chỉ:  Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",10/12/2023,24/12/2023,18474,Quận 10,Đường Tô Hiến Thành,Lượt xem: 17
22 Triệu/Tháng,64 m²,2 PN,2,---,"Địa chỉ:  Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh",13/11/2023,28/11/2023,16006,Quận 10,Đường Tô Hiến Thành,Lượt xem: 20
25 Triệu/Tháng,80 m²,4 PN,2,---,"Địa chỉ:  Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",12/10/2023,27/10/2023,13930,Quận 10,Đường Tô Hiến Thành,Lượt xem: 5
22 Triệu/Tháng,189 m²,0 PN,0,---,"Địa chỉ:  Đường Tống Văn Trân, Phường 5, Quận 11, Hồ Chí Minh",18/11/2023,03/12/2023,16414,Quận 11,Đường Tống Văn Trân,Lượt xem: 24
25 Triệu/Tháng,27 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",17/10/2023,01/11/2023,14267,Quận 1,Đường Trần Quang Khải,Lượt xem: 18
45 Triệu/Tháng,132 m²,4 PN,2,---,"Địa chỉ:  Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",13/11/2023,28/11/2023,15988,Quận Bình Thạnh,Đường Ung Văn Khiêm,Lượt xem: 23
15 Triệu/Tháng,64 m²,4 PN,3,---,"Địa chỉ:  Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",25/10/2023,09/11/2023,14749,Quận Tân Phú,Đường Vườn Lài,Lượt xem: 38
30 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",18/09/2023,03/10/2023,13070,Quận 10,Đường Tô Hiến Thành,Lượt xem: 50
35 Triệu/Tháng,0 m²,4 PN,5,Tây,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",12/12/2023,26/12/2023,18743,Quận Phú Nhuận,Đường Lê Văn Sỹ,Lượt xem: 6
22 Triệu/Tháng,104 m²,5 PN,3,---,"Địa chỉ:  280/28 Đường Bùi Hữu Nghĩa, Phường 2, Bình Thạnh, Hồ Chí Minh",24/07/2023,08/08/2023,10965,Quận Bình Thạnh,Đường Bùi Hữu Nghĩa,Lượt xem: 64
22 Triệu/Tháng,81 m²,0 PN,0,---,"Địa chỉ:  Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",22/06/2023,07/07/2023,8951,Quận Tân Bình,Đường Phạm Văn Hai,Lượt xem: 58
18 Triệu/Tháng,100 m²,4 PN,3,---,"Địa chỉ:  270B/10 Đường Lý Thường Kiệt, Phường 6, Tân Bình, Hồ Chí Minh",17/03/2023,01/04/2023,4559,Quận Tân Bình,Đường Lý Thường Kiệt,Lượt xem: 66
16 Triệu/Tháng,90 m²,1 PN,2,---,"Địa chỉ:  544/7b Đường Lý Thường Kiệt, Phường 7, Tân Bình, Hồ Chí Minh",21/04/2023,06/05/2023,5773,Quận Tân Bình,Đường Lý Thường Kiệt,Lượt xem: 83
20 Triệu/Tháng,81 m²,0 PN,0,---,"Địa chỉ:  Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",31/08/2023,15/09/2023,11873,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 29
45 Triệu/Tháng,0 m²,9 PN,6,---,"Địa chỉ:  Đường Hai Bà Trưng, Phường 8, Quận 3, Hồ Chí Minh",16/12/2023,30/12/2023,19400,Quận 3,Đường Hai Bà Trưng,Lượt xem: 8
65 Triệu/Tháng,0 m²,7 PN,5,---,"Địa chỉ:  Đường Hai Bà Trưng, Phường 6, Quận 3, Hồ Chí Minh",16/12/2023,30/12/2023,19574,Quận 3,Đường Hai Bà Trưng,Lượt xem: 11
45 Triệu/Tháng,120 m²,6 PN,0,---,"Địa chỉ:  456/2a Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",27/07/2023,11/08/2023,11086,Quận 10,Đường Hoàng Dư Khương,Lượt xem: 67
17 Triệu/Tháng,72 m²,4 PN,5,---,"Địa chỉ:  491/6 Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",27/02/2023,14/03/2023,3720,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,Lượt xem: 30
18 Triệu/Tháng,120 m²,4 PN,3,---,"Địa chỉ:  Đường Cộng Hoà, Phường 4, Tân Bình, Hồ Chí Minh",16/12/2023,30/12/2023,19396,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 10
21 Triệu/Tháng,152 m²,2 PN,3,---,"Địa chỉ:  293 Đường Bàu Cát, Phường 12, Tân Bình, Hồ Chí Minh",23/05/2023,07/06/2023,6809,Quận Tân Bình,Đường Bàu Cát,Lượt xem: 54
22 Triệu/Tháng,240 m²,4 PN,4,---,"Địa chỉ:  Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",14/12/2023,28/12/2023,19089,Quận Tân Bình,Đường Bàu Cát 1,Lượt xem: 11
20 Triệu/Tháng,76 m²,4 PN,3,---,"Địa chỉ:  4G Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",05/07/2023,20/07/2023,9684,Quận Bình Thạnh,Đường Phan Đăng Lưu,Lượt xem: 60
21 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",15/12/2022,30/12/2022,1489,Quận Bình Thạnh,Đường Nguyên Hồng,Lượt xem: 408
21 Triệu/Tháng,77 m²,4 PN,3,---,"Địa chỉ:  Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",09/02/2023,24/02/2023,1705,Quận Bình Thạnh,Đường Nguyên Hồng,Lượt xem: 77
18 Triệu/Tháng,0 m²,5 PN,4,---,"Địa chỉ:  20A Đường Tân Canh, Phường 1, Tân Bình, Hồ Chí Minh",23/02/2023,10/03/2023,1916,Quận Tân Bình,Đường Tân Canh,Lượt xem: 77
20 Triệu/Tháng,75 m²,4 PN,3,---,"Địa chỉ:  13/4A Đường Quách Văn Tuấn, Phường 12, Tân Bình, Hồ Chí Minh",16/08/2023,31/08/2023,12036,Quận Tân Bình,Đường Quách Văn Tuấn,Lượt xem: 30
19 Triệu/Tháng,72 m²,4 PN,3,---,"Địa chỉ:  58/6A Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",11/05/2023,26/05/2023,6341,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 26
20 Triệu/Tháng,81 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",10/07/2023,25/07/2023,9914,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 32
19 Triệu/Tháng,85 m²,0 PN,0,---,"Địa chỉ:  26/2a Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",26/06/2023,11/07/2023,9305,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 34
17 Triệu/Tháng,100 m²,1 PN,3,---,"Địa chỉ:  12 Đường B6, Phường 12, Tân Bình, Hồ Chí Minh",10/03/2023,25/03/2023,4155,Quận Tân Bình,Đường B6,Lượt xem: 54
30 Triệu/Tháng,100 m²,3 PN,3,---,"Địa chỉ:  Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",31/10/2023,15/11/2023,15163,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 20
16 Triệu/Tháng,117 m²,2 PN,2,---,"Địa chỉ:  27 Đường Sầm Sơn, Phường 4, Tân Bình, Hồ Chí Minh",15/04/2023,30/04/2023,5611,Quận Tân Bình,Đường Sầm Sơn,Lượt xem: 97
18 Triệu/Tháng,155 m²,2 PN,2,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",03/12/2023,18/12/2023,17546,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 6
23 Triệu/Tháng,90 m²,4 PN,4,---,"Địa chỉ:  11F/5a Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",31/08/2023,15/09/2023,9964,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 75
20 Triệu/Tháng,202 m²,6 PN,4,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",17/12/2023,31/12/2023,19599,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 7
22 Triệu/Tháng,71 m²,4 PN,3,---,"Địa chỉ:  31/2a Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",29/05/2023,13/06/2023,7091,Quận Bình Thạnh,Đường Ung Văn Khiêm,Lượt xem: 44
18 Triệu/Tháng,90 m²,1 PN,2,---,"Địa chỉ:  26/32C Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",23/05/2023,07/06/2023,6740,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 41
17 Triệu/Tháng,60 m²,5 PN,5,---,"Địa chỉ:  72/6A Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",11/02/2023,26/02/2023,3291,Quận Tân Bình,Đường Nguyễn Hồng Đào,Lượt xem: 28
34 Triệu/Tháng,0 m²,5 PN,6,---,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",07/12/2023,21/12/2023,17937,Quận Phú Nhuận,Đường Lê Văn Sỹ,Lượt xem: 11
32 Triệu/Tháng,0 m²,4 PN,3,Đông Nam,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",15/12/2023,29/12/2023,19245,Quận Phú Nhuận,Đường Lê Văn Sỹ,Lượt xem: 4
29 Triệu/Tháng,0 m²,6 PN,4,Tây,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",13/12/2023,27/12/2023,18926,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 11
37 Triệu/Tháng,250 m²,0 PN,0,---,"Địa chỉ:  243/6A Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",01/09/2023,16/09/2023,12791,Quận 10,Đường Tô Hiến Thành,Lượt xem: 48
20 Triệu/Tháng,46 m²,5 PN,4,---,"Địa chỉ:  Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",13/10/2023,28/10/2023,14067,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 43
45 Triệu/Tháng,400 m²,0 PN,3,---,"Địa chỉ:  Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",09/12/2023,23/12/2023,18332,Quận 10,Đường Hoàng Dư Khương,Lượt xem: 10
32 Triệu/Tháng,120 m²,0 PN,0,---,"Địa chỉ:  283/ Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",01/07/2023,16/07/2023,9576,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 66
30 Triệu/Tháng,80 m²,4 PN,4,---,"Địa chỉ:  Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",06/02/2023,21/02/2023,3034,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 27
20 Triệu/Tháng,0 m²,6 PN,0,---,"Địa chỉ:  158/8a Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",18/07/2023,02/08/2023,10610,Quận Tân Bình,Đường Hoàng Hoa Thám,Lượt xem: 36
40 Triệu/Tháng,120 m²,4 PN,3,---,"Địa chỉ:  373/13C Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",17/07/2023,01/08/2023,10442,Quận 1,Đường Nguyễn Trãi,Lượt xem: 85
29 Triệu/Tháng,0 m²,4 PN,4,---,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",15/12/2023,29/12/2023,19274,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 9
29 Triệu/Tháng,0 m²,4 PN,4,---,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",16/12/2023,30/12/2023,19403,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 6
55 Triệu/Tháng,158 m²,3 PN,3,---,"Địa chỉ:  38 Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",25/05/2023,09/06/2023,6931,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 39
40 Triệu/Tháng,320 m²,8 PN,6,---,"Địa chỉ:  Đường Hai Bà Trưng, Phường 8, Quận 3, Hồ Chí Minh",17/12/2023,31/12/2023,19683,Quận 3,Đường Hai Bà Trưng,Lượt xem: 9
21 Triệu/Tháng,80 m²,4 PN,0,---,"Địa chỉ:  36C Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",15/03/2023,30/03/2023,4432,Quận Tân Bình,Đường Giải Phóng,Lượt xem: 32
32 Triệu/Tháng,64 m²,6 PN,4,---,"Địa chỉ:  Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",17/11/2023,02/12/2023,16372,Quận Bình Thạnh,Đường Nguyễn Hữu Cảnh,Lượt xem: 20
24 Triệu/Tháng,100 m²,2 PN,3,---,"Địa chỉ:  Đường Nguyễn Huy Tưởng, Phường 6, Bình Thạnh, Hồ Chí Minh",17/10/2023,01/11/2023,14286,Quận Bình Thạnh,Đường Nguyễn Huy Tưởng,Lượt xem: 59
45 Triệu/Tháng,160 m²,6 PN,4,---,"Địa chỉ:  Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",13/10/2023,28/10/2023,14109,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 78
